VERSION 3
POINT_NUMB ADDR ID                                   TYP MESSAGE                              ALM   EQ  INF   OR  UN  RTU  ASDU       KCONV1       KCONV2  SUPCMD  DC  PR       INIVAL "SUBEST~BAY~DESCRIPTION"
  39738       0 KEP1TR2--YVAL-O                        D NORMAL/OPERATED                       23   65    0    0   E    0     0       1.0000       0.0000       0   1   1       1.0000 "KEP1~TR2~Válvula alívio sobrepr.(20)-Oper"
  39739       0 KEP1TR2--RBLK-O                        D NORMAL/OPERATED                       23  181    0    0   E    0     0       1.0000       0.0000       0   1   0       1.0000 "KEP1~TR2~Lock-Out Relay(86)-Oper"
  39740       0 KEP1KPM21XSWI8901                      D OPEN/CLOSED                           92   28    0    0   E    0     0       1.0000       0.0000       0   2   1       1.0000 "KEP1~TL1 KPM2~SW89-01:status"
  39741       0 KEP1KPM21TVDJP-Br                      D NORMAL/ALARMED                         8  236    0    0   E    0     0       1.0000       0.0000       0   1   1       1.0000 "KEP1~TL1 KPM2~MiniDJ.TP-Barra-MainProt"
  39742       0 KEP1KPM21TVDJA-Br                      D NORMAL/ALARMED                         8  236    0    0   E    0     0       1.0000       0.0000       0   1   1       1.0000 "KEP1~TL1 KPM2~MiniDJ.TP-Barra-ProtAlt"
  39743       0 KEP1KPM21TVTRP---FvFl                  D NORMAL/ALARMED                         8  171  163    0   E    0     0       1.0000       0.0000       0   1   1       1.0000 "KEP1~TL1 KPM2~TP-FalhFusiv-MainProt"
  39744       0 KEP1KPM21TVTRA---FvFl                  D NORMAL/ALARMED                         8  171  163    0   E    0     0       1.0000       0.0000       0   1   1       1.0000 "KEP1~TL1 KPM2~TP-Falha de Fusível-ProtAlt"
  39745       0 KEP1KPM21ZTCO                          D EXCLUDED/INCLUDED                     36   50    0    0   E    0     0       1.0000       0.0000       0   2   2       1.0000 "KEP1~TL1 KPM2~Telecontrole do módulo"
  39746       0 KEP1KPM21RSYN----Incl                  D EXCLUDED/INCLUDED                     36   30    9    0   E    0     0       1.0000       0.0000       0   2   2       1.0000 "KEP1~TL1 KPM2~Synchronizer(25)-Inclusion"
  39747       0 KEP1KPM21RPRT----GrAI                  D Group_2/Group_1                       93  144  264    0   E    0     0       1.0000       0.0000       0   2   1       1.0000 "KEP1~TL1 KPM2~Protection-Grupo de ajuste"
  39748       0 KEP1KPM21RREC----Incl                  D EXCLUDED/INCLUDED                     36   26    9    0   E    0     0       1.0000       0.0000       0   2   2       1.0000 "KEP1~TL1 KPM2~Recloser(79)-Inclusion"
  39749       0 KEP1KPM21RREC----Trpl                  D NÃO_TRIPOLAR/TRIPOLAR                 65   26   65    0   E    0     0       1.0000       0.0000       0   1   2       1.0000 "KEP1~TL1 KPM2~Recloser(79)-Tripolar"
  39750       0 KEP1TR2--ZTCO----Incl                  D EXCLUDED/INCLUDED                     36   50    9    0   E    0     0       1.0000       0.0000       0   2   2       0.0000 "KEP1~TR2~Telecontrole do módulo-Inclusion"
  39751       0 KEP1TR2--ZPNL----LoDC                  D NORMAL/ALARMED                         8  176   14    0   E    0     0       1.0000       0.0000       0   1   1       1.0000 "KEP1~TR2~Painel-Falta CC"
  39752       0 KEP1TR2--ZSWI----Fail                  D NORMAL/ALARMED                         8  254    7    0   E    0     0       1.0000       0.0000       0   1   1       1.0000 "KEP1~TR2~Switch/Hub SW-Fail"
  39753       0 KEP1TR2--RUP1----InFl                  D OK/DEFECT                             42  317  109    0   E    0     0       1.0000       0.0000       0   1   3       1.0000 "KEP1~TR2~UP1-Internal failure"
  39754       0 KEP1TR2--RUP2----InFl                  D OK/DEFECT                             42  318  109    0   E    0     0       1.0000       0.0000       0   1   3       1.0000 "KEP1~TR2~UP2-Internal failure"
  39755       0 KEP1TR2--RPC1----InFl                  D OK/DEFECT                             42  315  109    0   E    0     0       1.0000       0.0000       0   1   3       1.0000 "KEP1~TR2~UPC1-Internal failure"
  39756       0 KEP1TR2--RPC2----InFl                  D OK/DEFECT                             42  316  109    0   E    0     0       1.0000       0.0000       0   1   3       1.0000 "KEP1~TR2~UPC2-Internal failure"
  39757       0 KEP1TR2--RUP1----GosB                  D UNLOCKED/LOCKED                       34  317  221    0   E    0     0       1.0000       0.0000       0   1   2       1.0000 "KEP1~TR2~UP1-Bloqueio Goose"
  39758       0 KEP1TR2--RUP2----GosB                  D UNLOCKED/LOCKED                       34  318  221    0   E    0     0       1.0000       0.0000       0   1   2       1.0000 "KEP1~TR2~UP2-Bloqueio Goose"
  39759       0 KEP1TR2--RPC1----GosB                  D UNLOCKED/LOCKED                       34  315  221    0   E    0     0       1.0000       0.0000       0   1   2       1.0000 "KEP1~TR2~UPC1-Bloqueio Goose"
  39760       0 KEP1TR2--RPC2----GosB                  D UNLOCKED/LOCKED                       34  316  221    0   E    0     0       1.0000       0.0000       0   1   2       1.0000 "KEP1~TR2~UPC2-Bloqueio Goose"
  39761       0 KEP1TR2--RUP1----SynF                  D TIME_REF_OK/LOST_TIME_REF             96  317  186    0   E    0     0       1.0000       0.0000       0   1   3       1.0000 "KEP1~TR2~UP1-Sync.Failure"
  39762       0 KEP1TR2--RUP2----SynF                  D TIME_REF_OK/LOST_TIME_REF             96  318  186    0   E    0     0       1.0000       0.0000       0   1   3       1.0000 "KEP1~TR2~UP2-Sync.Failure"
  39763       0 KEP1TR2--RPC1----SynF                  D TIME_REF_OK/LOST_TIME_REF             96  315  186    0   E    0     0       1.0000       0.0000       0   1   3       1.0000 "KEP1~TR2~UPC1-Sync.Failure"
  39764       0 KEP1TR2--RPC2----SynF                  D TIME_REF_OK/LOST_TIME_REF             96  316  186    0   E    0     0       1.0000       0.0000       0   1   3       1.0000 "KEP1~TR2~UPC2-Sync.Failure"
  39765       0 KEP1TR2--RUP1--01LnFl                  D NORMAL/ALARMED                         8  317  239    0   E    0     0       1.0000       0.0000       0   1   1       1.0000 "KEP1~TR2~UP1-Link Failure-Índ.1"
  39766       0 KEP1TR2--RUP2--01LnFl                  D NORMAL/ALARMED                         8  318  239    0   E    0     0       1.0000       0.0000       0   1   1       1.0000 "KEP1~TR2~UP2-Link Failure-Índ.1"
  39767       0 KEP1TR2--RPC1--01LnFl                  D NORMAL/ALARMED                         8  315  239    0   E    0     0       1.0000       0.0000       0   1   1       1.0000 "KEP1~TR2~UPC1-Link Failure-Índ.1"
  39768       0 KEP1TR2--RPC2--01LnFl                  D NORMAL/ALARMED                         8  316  239    0   E    0     0       1.0000       0.0000       0   1   1       1.0000 "KEP1~TR2~UPC2-Link Failure-Índ.1"
  39769       0 KEP1TR2--RUP1--02LnFl                  D NORMAL/ALARMED                         8  317  239    0   E    0     0       1.0000       0.0000       0   1   1       1.0000 "KEP1~TR2~UP1-Link Failure-Índ.2"
  39770       0 KEP1TR2--RUP2--02LnFl                  D NORMAL/ALARMED                         8  318  239    0   E    0     0       1.0000       0.0000       0   1   1       1.0000 "KEP1~TR2~UP2-Link Failure-Índ.2"
  39771       0 KEP1TR2--RPC1--02LnFl                  D NORMAL/ALARMED                         8  315  239    0   E    0     0       1.0000       0.0000       0   1   1       1.0000 "KEP1~TR2~UPC1-Link Failure-Índ.2"
  39772       0 KEP1TR2--RPC2--02LnFl                  D NORMAL/ALARMED                         8  316  239    0   E    0     0       1.0000       0.0000       0   1   1       1.0000 "KEP1~TR2~UPC2-Link Failure-Índ.2"
  39773       0 KEP1IB--2XCDP2401                      D NORMAL/ALARMED                         8   73    0    0   E    0     0       1.0000       0.0000       0   1   1       1.0000 "KEP1~IB 230kV~Disc.polos-DJ24-01"
  39774       0 KEP1IB--2XCPS2401Est2                  D NORMAL/ALARMED                         8   53   33    0   E    0     0       1.0000       0.0000       0   1   1       1.0000 "KEP1~IB 230kV~Bx.pr.SF6-Estg.2-DJ24-01"
  39775       0 KEP1IB--2XCPS2401Est1                  D NORMAL/ALARMED                         8   53   32    0   E    0     0       1.0000       0.0000       0   1   1       1.0000 "KEP1~IB 230kV~Bx.pr.SF6-Estg.1-DJ24-01"
  39776       0 KEP1IB--2XCB12401Sprv                  D NORMAL/ALARMED                         8   42   31    0   E    0     0       1.0000       0.0000       0   1   1       1.0000 "KEP1~IB 230kV~Bob.abert.1-Superv-DJ24-01"
  39777       0 KEP1IB--2XCB22401Sprv                  D NORMAL/ALARMED                         8   43   31    0   E    0     0       1.0000       0.0000       0   1   1       1.0000 "KEP1~IB 230kV~Bob.abert.2-Superv-DJ24-01"
  39778       0 KEP1IB--2XCCM2401LoDC                  D NORMAL/ALARMED                         8   75   14    0   E    0     0       1.0000       0.0000       0   1   1       1.0000 "KEP1~IB 230kV~Comando DJ-Falta CC-DJ24-01"
  39779       0 KEP1IB--2XCMO2401LoDC                  D NORMAL/ALARMED                         8   48   14    0   E    0     0       1.0000       0.0000       0   1   1       1.0000 "KEP1~IB 230kV~Motor DJ-Falta CC-DJ24-01"
  39780       0 KEP1KPM21PDIFP---Blck                  D UNLOCKED/LOCKED                       34  166   34    0   E    0     0       1.0000       0.0000       0   1   2       1.0000 "KEP1~TL1 KPM2~Diferential(87)-Blq-Pri"
  39781       0 KEP1KPM21PDIFA---Blck                  D UNLOCKED/LOCKED                       34  166   34    0   E    0     0       1.0000       0.0000       0   1   2       1.0000 "KEP1~TL1 KPM2~Diferential(87)-Blq-Alt"
  39782       0 KEP1IB--2XCMD2401                      D NORMAL/ALARMED                         8   74    0    0   E    0     0       1.0000       0.0000       0   1   1       1.0000 "KEP1~IB 230kV~Mola descarr.-DJ24-01"
  39783       0 KEP1IB--2RCLR2401                      D REMOTE/LOCAL                          38  310    0    0   E    0     0       1.0000       0.0000       0   2   2       1.0000 "KEP1~IB 230kV~Switch (43LR)-DJ24-01"
  39784       0 KEP1IB--2XSWS8902Fail                  D NORMAL/ALARMED                         8   91    7    0   E    0     0       1.0000       0.0000       0   1   1       1.0000 "KEP1~IB 230kV~Switches-Failure-SW89-02"
  39785       0 KEP1IB--2XSWS8904Fail                  D NORMAL/ALARMED                         8   91    7    0   E    0     0       1.0000       0.0000       0   1   1       1.0000 "KEP1~IB 230kV~Switches-Failure-SW89-04"
  39786       0 KEP1IB--2CILO8902                      D INTERLOCKED/NORMAL                    46  194    0    0   E    0     0       1.0000       0.0000       0   2   2       1.0000 "KEP1~IB 230kV~Interlocking.-SW89-02"
  39787       0 KEP1IB--2CILO8904                      D INTERLOCKED/NORMAL                    46  194    0    0   E    0     0       1.0000       0.0000       0   2   2       1.0000 "KEP1~IB 230kV~Interlocking.-SW89-04"
  39788       0 KEP1IB--2RCLR8902                      D REMOTE/LOCAL                          38  310    0    0   E    0     0       1.0000       0.0000       0   2   2       1.0000 "KEP1~IB 230kV~Switch (43LR)-SW89-02"
  39789       0 KEP1IB--2RCLR8904                      D REMOTE/LOCAL                          38  310    0    0   E    0     0       1.0000       0.0000       0   2   2       1.0000 "KEP1~IB 230kV~Switch (43LR)-SW89-04"
  39790       0 KEP1IB--2RBLF-O                        D NORMAL/OPERATED                       23  182    0    0   E    0     0       1.0000       0.0000       0   1   0       1.0000 "KEP1~IB 230kV~(86BF)-Oper"
  39791       0 KEP1IB--2ZTCO----Incl                  D EXCLUDED/INCLUDED                     36   50    9    0   E    0     0       1.0000       0.0000       0   2   2       0.0000 "KEP1~IB 230kV~Telecontrole do módulo-Incl"
  39792       0 KEP1IB--2TVDJ--LT                      D NORMAL/ALARMED                         8  236    0    0   E    0     0       1.0000       0.0000       0   1   1       1.0000 "KEP1~IB 230kV~Minidisjuntor do TP-LT"
  39793       0 KEP1IB--2TVDJ--Br                      D NORMAL/ALARMED                         8  236    0    0   E    0     0       1.0000       0.0000       0   1   1       1.0000 "KEP1~IB 230kV~Minidisjuntor do TP-Barra"
  39794       0 KEP1IB--2ZPNL----LoDC                  D NORMAL/ALARMED                         8  176   14    0   E    0     0       1.0000       0.0000       0   1   1       1.0000 "KEP1~IB 230kV~Painel-Falta CC"
  39795       0 KEP1IB--2ZSWI----Fail                  D NORMAL/ALARMED                         8  254    7    0   E    0     0       1.0000       0.0000       0   1   1       1.0000 "KEP1~IB 230kV~Switch/Hub SW-Fail"
  39796       0 KEP1IB--2RPC1----InFl                  D OK/DEFECT                             42  315  109    0   E    0     0       1.0000       0.0000       0   1   3       1.0000 "KEP1~IB 230kV~UPC1-Internal failure"
  39797       0 KEP1IB--2RPC2----InFl                  D OK/DEFECT                             42  316  109    0   E    0     0       1.0000       0.0000       0   1   3       1.0000 "KEP1~IB 230kV~UPC2-Internal failure"
  39798       0 KEP1IB--2RPC1----GosD                  D BLOQUEADO/DESBLOQUEADO                35  315  238    0   E    0     0       1.0000       0.0000       0   1   2       1.0000 "KEP1~IB 230kV~UPC1-Desbloq Goose"
  39799       0 KEP1IB--2RPC2----GosD                  D BLOQUEADO/DESBLOQUEADO                35  316  238    0   E    0     0       1.0000       0.0000       0   1   2       1.0000 "KEP1~IB 230kV~UPC2-Desbloq Goose"
  39800       0 KEP1IB--2RPC1----SynF                  D TIME_REF_OK/LOST_TIME_REF             96  315  186    0   E    0     0       1.0000       0.0000       0   1   3       1.0000 "KEP1~IB 230kV~UPC1-Sync.Failure"
  39801       0 KEP1IB--2RPC2----SynF                  D TIME_REF_OK/LOST_TIME_REF             96  316  186    0   E    0     0       1.0000       0.0000       0   1   3       1.0000 "KEP1~IB 230kV~UPC2-Sync.Failure"
  39802       0 KEP1IB--2RPC1--01LnFl                  D NORMAL/ALARMED                         8  315  239    0   E    0     0       1.0000       0.0000       0   1   1       1.0000 "KEP1~IB 230kV~UPC1-Link Failure-Índ.1"
  39803       0 KEP1IB--2RPC2--01LnFl                  D NORMAL/ALARMED                         8  316  239    0   E    0     0       1.0000       0.0000       0   1   1       1.0000 "KEP1~IB 230kV~UPC2-Link Failure-Índ.1"
  39804       0 KEP1IB--2RPC1--02LnFl                  D NORMAL/ALARMED                         8  315  239    0   E    0     0       1.0000       0.0000       0   1   1       1.0000 "KEP1~IB 230kV~UPC1-Link Failure-Índ.2"
  39805       0 KEP1IB--2RPC2--02LnFl                  D NORMAL/ALARMED                         8  316  239    0   E    0     0       1.0000       0.0000       0   1   1       1.0000 "KEP1~IB 230kV~UPC2-Link Failure-Índ.2"
  39806       0 KEP1P---2RBLK-O                        D NORMAL/OPERATED                       23  181    0    0   E    0     0       1.0000       0.0000       0   1   0       1.0000 "KEP1~Barra P 230kV~Lock-Out Relay(86)-Oper"
  39807       0 KEP1P---2ZTCO----Incl                  D EXCLUDED/INCLUDED                     36   50    9    0   E    0     0       1.0000       0.0000       0   2   2       0.0000 "KEP1~Barra P 230kV~Telecontr-Inclusion"
  39808       0 KEP1P---2ZPNL----LoDC                  D NORMAL/ALARMED                         8  176   14    0   E    0     0       1.0000       0.0000       0   1   1       1.0000 "KEP1~Barra P 230kV~Painel-Falta CC"
  39809       0 KEP1P---2ZSWI----Fail                  D NORMAL/ALARMED                         8  254    7    0   E    0     0       1.0000       0.0000       0   1   1       1.0000 "KEP1~Barra P 230kV~Switch/Hub SW-Fail"
  39810       0 KEP1P---2RPC1----InFl                  D OK/DEFECT                             42  315  109    0   E    0     0       1.0000       0.0000       0   1   3       1.0000 "KEP1~Barra P 230kV~UPC1-Internal failure"
  39811       0 KEP1P---2RPC1----GosB                  D UNLOCKED/LOCKED                       34  315  221    0   E    0     0       1.0000       0.0000       0   1   2       1.0000 "KEP1~Barra P 230kV~UPC1-Bloqueio Goose"
  39812       0 KEP1P---2RPC1----SynF                  D TIME_REF_OK/LOST_TIME_REF             96  315  186    0   E    0     0       1.0000       0.0000       0   1   3       1.0000 "KEP1~Barra P 230kV~UPC1-Sync.Failure"
  39813       0 KEP1P---2RPC1--01LnFl                  D NORMAL/ALARMED                         8  315  239    0   E    0     0       1.0000       0.0000       0   1   1       1.0000 "KEP1~Barra P 230kV~UPC1-Link Failure-1"
  39814       0 KEP1P---2RPC1--02LnFl                  D NORMAL/ALARMED                         8  315  239    0   E    0     0       1.0000       0.0000       0   1   1       1.0000 "KEP1~Barra P 230kV~UPC1-Link Failure-2"
  39815       0 KEP1P---2RUP1--01CmFl                  D NORMAL/NO_COMMS                       32  317   42    0   E    0     0       1.0000       0.0000       0   1   3       1.0000 "KEP1~Barra P 230kV~UP1-Communic.Failure-1"
  39816       0 KEP1P---2RUP1--02CmFl                  D NORMAL/NO_COMMS                       32  317   42    0   E    0     0       1.0000       0.0000       0   1   3       1.0000 "KEP1~Barra P 230kV~UP1-Communic.Failure-2"
  39817       0 KEP1P---2RUP1--03CmFl                  D NORMAL/NO_COMMS                       32  317   42    0   E    0     0       1.0000       0.0000       0   1   3       1.0000 "KEP1~Barra P 230kV~UP1-Communic.Failure-3"
  39818       0 KEP1P---2RUP1--04CmFl                  D NORMAL/NO_COMMS                       32  317   42    0   E    0     0       1.0000       0.0000       0   1   3       1.0000 "KEP1~Barra P 230kV~UP1-Communic.Failure-4"
  39819       0 KEP1P---2RUP1--05CmFl                  D NORMAL/NO_COMMS                       32  317   42    0   E    0     0       1.0000       0.0000       0   1   3       1.0000 "KEP1~Barra P 230kV~UP1-Communic.Failure-5"
  39820       0 KEP1KGL11XCPS5212Est2                  D NORMAL/ALARMED                         8   53   33    0   E    0     0       1.0000       0.0000       0   1   1       1.0000 "KEP1~TL1 KGL1 69kV~Bx.pr.SF6-Est2-BR52-12"
  39821       0 KEP1KGL11XCPS5212Est1                  D NORMAL/ALARMED                         8   53   32    0   E    0     0       1.0000       0.0000       0   1   1       1.0000 "KEP1~TL1 KGL1 69kV~Bx.pr.SF6-Est1-BR52-12"
  39822       0 KEP1KGL11XCB15212Sprv                  D NORMAL/ALARMED                         8   42   31    0   E    0     0       1.0000       0.0000       0   1   1       1.0000 "KEP1~TL1 KGL1 69kV~Bob1-Supervisão-BR52-12"
  39823       0 KEP1KGL11XCB25212Sprv                  D NORMAL/ALARMED                         8   43   31    0   E    0     0       1.0000       0.0000       0   1   1       1.0000 "KEP1~TL1 KGL1 69kV~Bob2-Supervisão-BR52-12"
  39824       0 KEP1KGL11XCCM5212LoDC                  D NORMAL/ALARMED                         8   75   14    0   E    0     0       1.0000       0.0000       0   1   1       1.0000 "KEP1~TL1 KGL1 69kV~CmdDJ-Falta CC-BR52-12"
  39825       0 KEP1KGL11XCMO5212LoDC                  D NORMAL/ALARMED                         8   48   14    0   E    0     0       1.0000       0.0000       0   1   1       1.0000 "KEP1~TL1 KGL1 69kV~Motor DJ-FtaCC-BR52-12"
  39826       0 KEP1KGL11XCC15212LoDC                  D NORMAL/ALARMED                         8  266   14    0   E    0     0       1.0000       0.0000       0   1   1       1.0000 "KEP1~TL1 KGL1 69kV~CircAbert1-FtaCC-BR52-12"
  39827       0 KEP1KGL11XCC25212LoDC                  D NORMAL/ALARMED                         8  267   14    0   E    0     0       1.0000       0.0000       0   1   1       1.0000 "KEP1~TL1 KGL1 69kV~CircAbert2-FtaCC-BR52-12"
  39828       0 KEP1KGL11XCMD5212                      D NORMAL/ALARMED                         8   74    0    0   E    0     0       1.0000       0.0000       0   1   1       1.0000 "KEP1~TL1 KGL1 69kV~Mola descarr.-BR52-12"
  39829       0 KEP1KGL11RCLR5212                      D REMOTE/LOCAL                          38  310    0    0   E    0     0       1.0000       0.0000       0   2   2       1.0000 "KEP1~TL1 KGL1 69kV~Switch (43LR)-BR52-12"
  39830       0 KEP1KGL11XSWS8976Fail                  D NORMAL/ALARMED                         8   91    7    0   E    0     0       1.0000       0.0000       0   1   1       1.0000 "KEP1~TL1 KGL1 69kV~Switches-Failure-SW89-76"
  39831       0 KEP1KGL11XSWS8978Fail                  D NORMAL/ALARMED                         8   91    7    0   E    0     0       1.0000       0.0000       0   1   1       1.0000 "KEP1~TL1 KGL1 69kV~Switches-Failure-SW89-78"
  39832       0 KEP1KGL11XSWS8980Fail                  D NORMAL/ALARMED                         8   91    7    0   E    0     0       1.0000       0.0000       0   1   1       1.0000 "KEP1~TL1 KGL1 69kV~Switches-Failure-SW89-80"
  39833       0 KEP1KGL11CILO8976                      D INTERLOCKED/NORMAL                    46  194    0    0   E    0     0       1.0000       0.0000       0   2   2       0.0000 "KEP1~TL1 KGL1 69kV~Interlocking.-SW89-76"
  39834       0 KEP1KGL11CILO8978                      D INTERLOCKED/NORMAL                    46  194    0    0   E    0     0       1.0000       0.0000       0   2   2       1.0000 "KEP1~TL1 KGL1 69kV~Interlocking.-SW89-78"
  39835       0 KEP1KGL11CILO8980                      D INTERLOCKED/NORMAL                    46  194    0    0   E    0     0       1.0000       0.0000       0   2   2       1.0000 "KEP1~TL1 KGL1 69kV~Interlocking.-SW89-80"
  39836       0 KEP1KGL11CILO2913                      D INTERLOCKED/NORMAL                    46  194    0    0   E    0     0       1.0000       0.0000       0   2   2       1.0000 "KEP1~TL1 KGL1 69kV~Intertvmt-SC Terra29-13"
  39837       0 KEP1KGL11RCLR8976                      D REMOTE/LOCAL                          38  310    0    0   E    0     0       1.0000       0.0000       0   2   2       1.0000 "KEP1~TL1 KGL1 69kV~Switch (43LR)-SW89-76"
  39838       0 KEP1KGL11RCLR8978                      D REMOTE/LOCAL                          38  310    0    0   E    0     0       1.0000       0.0000       0   2   2       1.0000 "KEP1~TL1 KGL1 69kV~Switch (43LR)-SW89-78"
  39839       0 KEP1KGL11RCLR8980                      D REMOTE/LOCAL                          38  310    0    0   E    0     0       1.0000       0.0000       0   2   2       1.0000 "KEP1~TL1 KGL1 69kV~Switch (43LR)-SW89-80"
  39840       0 KEP1KGL11ZTCO----Incl                  D EXCLUDED/INCLUDED                     36   50    9    0   E    0     0       1.0000       0.0000       0   2   2       0.0000 "KEP1~TL1 KGL1 69kV~Telecontr-Inclusion"
  39841       0 KEP1KGL11RSYN----GrAI                  D Group_2/Group_1                       93   30  264    0   E    0     0       1.0000       0.0000       0   2   1       0.0000 "KEP1~TL1 KGL1 69kV~(25)-Grupo de ajuste"
  39842       0 KEP1KGL11RREC----Incl                  D EXCLUDED/INCLUDED                     36   26    9    0   E    0     0       1.0000       0.0000       0   2   2       0.0000 "KEP1~TL1 KGL1 69kV~Recloser(79)-Inclusion"
  39843       0 KEP1KGL11RTFP----Nrml                  D INACTIVE/NORMAL                      128   54    2    0   E    0     0       1.0000       0.0000       0   2   2       0.0000 "KEP1~TL1 KGL1 69kV~Transfer.prot.-Normal"
  39844       0 KEP1KGL11RTFP----Intm                  D INACTIVE/INTERMEDIARY                126   54   11    0   E    0     0       1.0000       0.0000       0   2   2       1.0000 "KEP1~TL1 KGL1 69kV~Transfer.prot.-Interm"
  39845       0 KEP1KGL11RTFP----Trfd                  D DESATIVADO/TRANSFERIDO               130   54   12    0   E    0     0       1.0000       0.0000       0   2   2       1.0000 "KEP1~TL1 KGL1 69kV~Transfer.prot.-Tranfer"
  39846       0 KEP1KGL11RTFP----Icpl                  D NORMAL/ALARMED                         8   54  162    0   E    0     0       1.0000       0.0000       0   1   1       1.0000 "KEP1~TL1 KGL1 69kV~Transfer.prot.-Incompl"
  39847       0 KEP1KGL11TVDJ--LT                      D NORMAL/ALARMED                         8  236    0    0   E    0     0       1.0000       0.0000       0   1   1       1.0000 "KEP1~TL1 KGL1 69kV~Minidisjuntor do TP-LT"
  39848       0 KEP1KGL11TVDJ--Br                      D NORMAL/ALARMED                         8  236    0    0   E    0     0       1.0000       0.0000       0   1   1       1.0000 "KEP1~TL1 KGL1 69kV~MiniDJ.TP-Barra"
  39849       0 KEP1KGL11ZPNL----LoDC                  D NORMAL/ALARMED                         8  176   14    0   E    0     0       1.0000       0.0000       0   1   1       1.0000 "KEP1~TL1 KGL1 69kV~Painel-Falta CC"
  39850       0 KEP1KGL11ZSWI----Fail                  D NORMAL/ALARMED                         8  254    7    0   E    0     0       1.0000       0.0000       0   1   1       1.0000 "KEP1~TL1 KGL1 69kV~Switch/Hub SW-Fail"
  39851       0 KEP1KGL11RPC1----InFl                  D OK/DEFECT                             42  315  109    0   E    0     0       1.0000       0.0000       0   1   3       1.0000 "KEP1~TL1 KGL1 69kV~UPC1-Internal failure"
  39852       0 KEP1KGL11RPC2----InFl                  D OK/DEFECT                             42  316  109    0   E    0     0       1.0000       0.0000       0   1   3       1.0000 "KEP1~TL1 KGL1 69kV~UPC2-Internal failure"
  39853       0 KEP1KGL11RPC1----GosB                  D UNLOCKED/LOCKED                       34  315  221    0   E    0     0       1.0000       0.0000       0   1   2       1.0000 "KEP1~TL1 KGL1 69kV~UPC1-Bloqueio Goose"
  39854       0 KEP1KGL11RPC2----GosB                  D UNLOCKED/LOCKED                       34  316  221    0   E    0     0       1.0000       0.0000       0   1   2       1.0000 "KEP1~TL1 KGL1 69kV~UPC2-Bloqueio Goose"
  39855       0 KEP1KGL11RPC1----SynF                  D TIME_REF_OK/LOST_TIME_REF             96  315  186    0   E    0     0       1.0000       0.0000       0   1   3       1.0000 "KEP1~TL1 KGL1 69kV~UPC1-Sync.Failure"
  39856       0 KEP1KGL11RPC2----SynF                  D TIME_REF_OK/LOST_TIME_REF             96  316  186    0   E    0     0       1.0000       0.0000       0   1   3       1.0000 "KEP1~TL1 KGL1 69kV~UPC2-Sync.Failure"
  39857       0 KEP1KGL11RPC1--01LnFl                  D NORMAL/ALARMED                         8  315  239    0   E    0     0       1.0000       0.0000       0   1   1       1.0000 "KEP1~TL1 KGL1 69kV~UPC1-Link Failure-1"
  39858       0 KEP1KGL11RPC2--01LnFl                  D NORMAL/ALARMED                         8  316  239    0   E    0     0       1.0000       0.0000       0   1   1       1.0000 "KEP1~TL1 KGL1 69kV~UPC2-Link Failure-1"
  39859       0 KEP1KGL11RPC1--02LnFl                  D NORMAL/ALARMED                         8  315  239    0   E    0     0       1.0000       0.0000       0   1   1       1.0000 "KEP1~TL1 KGL1 69kV~UPC1-Link Failure-2"
  39860       0 KEP1KGL11RPC2--02LnFl                  D NORMAL/ALARMED                         8  316  239    0   E    0     0       1.0000       0.0000       0   1   1       1.0000 "KEP1~TL1 KGL1 69kV~UPC2-Link Failure-2"
  39861       0 KEP1KGL12XCPS5210BlkC                  D UNLOCKED/LOCKED                       34   53    5    0   E    0     0       1.0000       0.0000       0   1   2       1.0000 "KEP1~TL2 KGL1 69kV~BxPrSF6-BlqFech-BR52-10"
  39862       0 KEP1KGL12XCPS5210Alrm                  D NORMAL/ALARMED                         8   53    1    0   E    0     0       1.0000       0.0000       0   1   1       1.0000 "KEP1~TL2 KGL1 69kV~Bx.pr.SF6-Alm-BR52-10"
  39863       0 KEP1KGL12XCB15210Sprv                  D NORMAL/ALARMED                         8   42   31    0   E    0     0       1.0000       0.0000       0   1   1       1.0000 "KEP1~TL2 KGL1 69kV~Bob1-Supervisão-BR52-10"
  39864       0 KEP1KGL12XCB25210Sprv                  D NORMAL/ALARMED                         8   43   31    0   E    0     0       1.0000       0.0000       0   1   1       1.0000 "KEP1~TL2 KGL1 69kV~Bob2-Supervisão-BR52-10"
  39865       0 KEP1KGL12XCCM5210LoDC                  D NORMAL/ALARMED                         8   75   14    0   E    0     0       1.0000       0.0000       0   1   1       1.0000 "KEP1~TL2 KGL1 69kV~CmdDJ-Falta CC-BR52-10"
  39866       0 KEP1KGL12XCMO5210LoDC                  D NORMAL/ALARMED                         8   48   14    0   E    0     0       1.0000       0.0000       0   1   1       1.0000 "KEP1~TL2 KGL1 69kV~Motor DJ-FtaCC-BR52-10"
  39867       0 KEP1KGL12XCC15210LoDC                  D NORMAL/ALARMED                         8  266   14    0   E    0     0       1.0000       0.0000       0   1   1       1.0000 "KEP1~TL2 KGL1 69kV~CircAbert1-FtaCC-BR52-10"
  39868       0 KEP1KGL12XCC25210LoDC                  D NORMAL/ALARMED                         8  267   14    0   E    0     0       1.0000       0.0000       0   1   1       1.0000 "KEP1~TL2 KGL1 69kV~CircAbert2-FtaCC-BR52-10"
